html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
blue\gold-standard-test-battery.html,Gold Standard Test Battery | David Lowe,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\TEST.md,TEST,80:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\TEST.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\TEST.md; 80:\\192.168.2.50\z obsidian\C4C-wiki\raw\TEST.md
blue\i-didnt-write-the-math.html,I Didn't Write the Math. I Found It. | David Lowe,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Math.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
blue\index.html,Where All This Came From | David Lowe · Family Briefing,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Where.md,Where,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Where.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Where_HP_May-01-122826-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Where.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Where_HP_May-01-122826-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Where.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
blue\lowe-coherence-lagrangian.html,The Lowe Coherence Lagrangian | David Lowe,22,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Lagrangian.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Lowe Coherence Lagrangian.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-_HP_May-01-122825-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md
blue\math-is-moral.html,Math Is Moral | David Lowe,17,100,exact-title,\\192.168.2.50\z obsidian\_Theophysics_v3\00_KANBAN\PC_Math_Is_Moral.md,Math Is Moral,"100:\\192.168.2.50\z obsidian\_Theophysics_v3\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\FP-002_MATH_IS_MORAL.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\FT-003_PAPER.md; 100:\\192.168.2.50\z obsidian\Production Vault\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\Production Vault\06_NOTES\Math_Is_Moral.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\Prompt 1\Yeah, true..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\Prompt 1\Yeah, true..md"
blue\maxwell-truth-isomorphism.html,Maxwell–Truth Field Isomorphism | David Lowe,13,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Isomorphism.md,Isomorphism,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Isomorphism.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Truth.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Truth_Canonical.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Truth_HP_May-01-122826-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Truth.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Truth_HP_May-01-122826-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Isomorphism.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Truth.md
blue\six_proofs.html,Six Computational Proofs | David Lowe,1,80,contains-title,\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md,M,80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
blue\the-same-equation.html,The Same Equation | David Lowe,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
components\mtl-reader-bar.html,mtl-reader-bar,1,80,contains-title,\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md,M,80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
components\tp-pill-player-bar-snippet.html,tp-pill-player-bar-snippet,0,,,,,
components\tp-pill-player-bar.html,tp-pill-player-bar,0,,,,,
components\tp-pill-player.html,TP Pill-Strip Audio Player,0,,,,,
convergence-deep\cdt-01-math-is-moral.html,Math Is Moral | Deep Theory CDT-01 | Theophysics,17,100,exact-title,\\192.168.2.50\z obsidian\_Theophysics_v3\00_KANBAN\PC_Math_Is_Moral.md,Math Is Moral,"100:\\192.168.2.50\z obsidian\_Theophysics_v3\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\FP-002_MATH_IS_MORAL.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\FT-003_PAPER.md; 100:\\192.168.2.50\z obsidian\Production Vault\00_KANBAN\PC_Math_Is_Moral.md; 100:\\192.168.2.50\z obsidian\Production Vault\06_NOTES\Math_Is_Moral.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\Prompt 1\Yeah, true..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\Prompt 1\Yeah, true..md"
convergence-deep\cdt-02-the-maxwell-moment.html,DT002 — The Maxwell Moment | Convergence Deep Theory,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
convergence-deep\cdt-03-the-energy-that-doesnt-run-out.html,DT003 — The Energy That Doesn't Run Out | Theophysics,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\03.md
convergence-deep\cdt-04-the-map-that-drew-itself.html,DT004 — The Map That Drew Itself | Theophysics Convergence,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
convergence-deep\cdt-05-the-24-anti-properties.html,The 24 Anti-Properties | Deep Theory · Theophysics,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
convergence-deep\cdt-06-it-from-bit-from-logos.html,It from Bit from Logos | Deep Theory CDT-06 | Theophysics,27,100,exact-title,\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\It_from_Bit_from_Logos.md,It_from_Bit_from_Logos,100:\\192.168.2.50\z obsidian\_Theophysics_v3\06_NOTES\It_from_Bit_from_Logos.md; 100:\\192.168.2.50\z obsidian\_Theophysics_v5\06_NOTES\It_from_Bit_from_Logos.md; 100:\\192.168.2.50\z obsidian\Production Vault\06_NOTES\It_from_Bit_from_Logos.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\It from Bit 1.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\It from Bit 1_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\It from Bit.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\It from Bit_Canonical.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Logos.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Logos_Canonical.md; 80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md
convergence-deep\index.html,The Convergence: Deep Theory | Theophysics,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\theory.md,theory,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\theory.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\theory_HP_May-01-122827-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\theory.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\theory_HP_May-01-122827-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\theory.md
convergence-series\cns-01-the-playing-field.html,01 · The Playing Field — The Convergence Series,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\01.md
convergence-series\cns-02-the-evidence.html,02 · The Evidence — The Convergence Series,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\Prompt 1\The evidence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\Prompt 1\The evidence.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Evidence.md
convergence-series\cns-03-why-math-works.html,03 · Why Math Works — The Convergence Series,3,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\03.md,"The Entropic Society: Technology, Obsolescence, and the Devaluation of American Moral Capital (1950-2025)",80:\\192.168.2.50\z obsidian\Opus\New Folder\03.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Math.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
convergence-series\cns-04-the-paradigm-graveyard.html,04 · The Paradigm Graveyard — The Convergence Series,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\04.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
convergence-series\cns-05-the-judgment-layer.html,05 · The Judgment Layer — The Convergence Series,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\05.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
convergence-series\cns-06-the-priority-of-goodness.html,06 · The Priority of Goodness — The Convergence Series,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\06.md
convergence-series\cns-07-the-verdict.html,07 · The Verdict — The Convergence Series,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\07.md
convergence-series\index.html,The Convergence Series | Theophysics,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
equation\index-kimi.html,Master Equation — Theophysics,116,100,exact-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md,[[Theophysics_Glossary#Master Equation|Master Equation]],100:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md; 100:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Master Equation.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\index_2.md; 100:\\192.168.2.50\z obsidian\Opus\New Folder\index_4.md; 80:\\192.168.2.50\z obsidian\#recycle\Published HTML AND SUBSTACK\TEST_SUITE_CONCLUSIONS.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation_Canonical.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\cannon_math_proof_vectorize_20260518\MASTER_EQUATION_SYMBOL_LOCK.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\012_E2.1_Master-Equation-First-Form.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\135_A19.1_Master-Equation-Integration.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\00_AXIOMS\146_E19.1_Full-Master-Equation.md
equation\index.html,Master Equation Explorer — Theophysics,5,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md,[[Theophysics_Glossary#Master Equation|Master Equation]],80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Master Equation.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\index_2.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\index_4.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
equation\Master EQ vs1.html,The Master Equation — Physics and Faith as One Story,21,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Faith.md,Faith,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Faith.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Master Equation.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-_HP_May-01-122826-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\00_MASTER_INDEX.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\Templates\THE MASTER.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Physics-_HP_May-01-122826-2026_Conflict.md
equation\master_story_index_backup.html,The Master Story — Theophysics Narrative Index,6,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\Templates\THE MASTER.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\Templates\THE MASTER.md; 80:\\192.168.2.50\z obsidian\Production Vault\Templates\THE MASTER.md; 80:\\192.168.2.50\z obsidian\Vault\AI-Chats History\2023-12-23_M_4949.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-01-measurement-collapsed-reality.html,GTQ-01 The Measurement That Collapsed Reality — Genesis to Quantum,15,100,exact-title,\\192.168.2.50\z obsidian\Production VAULTS\GTQ_Series\GTQ_01_Why_Time_Is_Grace.md,The Measurement That Collapsed Reality,100:\\192.168.2.50\z obsidian\Production VAULTS\GTQ_Series\GTQ_01_Why_Time_Is_Grace.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea_HP_May-01-122825-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\measurement.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\measurement_HP_May-01-122827-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Mea_HP_May-01-122825-2026_Conflict.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\measurement.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\measurement_HP_May-01-122827-2026_Conflict.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-01a-collapse-threshold.html,The Collapse Threshold | GTQ Tangent 01A,3,100,exact-title,\\192.168.2.50\z obsidian\Production VAULTS\GTQ_Series\GTQ_01A_Collapse_Threshold.md,The Collapse Threshold,100:\\192.168.2.50\z obsidian\Production VAULTS\GTQ_Series\GTQ_01A_Collapse_Threshold.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
