html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04-the-day-time-began.html,Article 04: The Day Time Began — Genesis to Quantum,8,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-04-the-day-time-began.md,gtq-04-the-day-time-began,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-04-the-day-time-began.md; 100:genesis-to-quantum\CODEX_BUILD\markdown\OBS\04_The Day Time Began.md; 100:genesis-to-quantum\MD\gtq-04-the-day-time-began.md; 100:genesis-to-quantum\MD\OBS\04_The Day Time Began.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-04-academic.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-04a-the-decoherence-curve.md; 80:genesis-to-quantum\MD\academic\gtq-04-academic.md; 80:genesis-to-quantum\MD\tangents\gtq-04a-the-decoherence-curve.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04a-the-decoherence-curve.html,The Decoherence Curve - GTQ Tangent 04A,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-04a-the-decoherence-curve.md,"The Decoherence Curve"" uuid: ""gtq-tangent-d-001"" date_created: ""2026-02-19T22:30:00Z"" status: ""draft"" series: ""Genesis to Quantum"" article_type: ""tangent"" parent_article: ""Art 1 — The Day Time Began"" tags:",80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-04a-the-decoherence-curve.md; 80:genesis-to-quantum\MD\tangents\gtq-04a-the-decoherence-curve.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04b-how-lies-kill.html,How Lies Kill — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-04b-how-lies-kill.md,How Lies Kill: The Mathematics of Sin,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-04b-how-lies-kill.md; 100:genesis-to-quantum\MD\tangents\gtq-04b-how-lies-kill.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05-the-substrate-fractured.html,Article 05: The Substrate Fractured — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-05-the-substrate-fractured.md,gtq-05-the-substrate-fractured,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-05-the-substrate-fractured.md; 100:genesis-to-quantum\MD\gtq-05-the-substrate-fractured.md; 100:genesis-to-quantum\The Substrate Fractured.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-05-academic.md; 80:genesis-to-quantum\iso\markdown\iso-007-substrate-fracture.md; 80:genesis-to-quantum\MD\academic\gtq-05-academic.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05a-trinity-mechanism.html,The Trinity Mechanism — Genesis to Quantum,4,100,exact-title,genesis-to-quantum\The Trinity Mechanism.md,The Trinity Mechanism,100:genesis-to-quantum\The Trinity Mechanism.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-05a-trinity-mechanism.md; 80:genesis-to-quantum\MD\tangents\gtq-05a-trinity-mechanism.md; 80:moral-decline\moral-decline (mda)\mda-the-trinity-mechanism.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05b-trinity-timeline.html,The Trinity Timeline — Genesis to Quantum,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-05b-trinity-timeline.md,05-B_The Trinity Timeline.md,80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-05b-trinity-timeline.md; 80:genesis-to-quantum\MD\tangents\gtq-05b-trinity-timeline.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05c-why-physics-is-broken-in-two.html,Why Physics Is Broken in Two — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-05c-why-physics-is-broken-in-two.md,Why Physics Is Broken in Two (And Why That's the Point),100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-05c-why-physics-is-broken-in-two.md; 100:genesis-to-quantum\MD\tangents\gtq-05c-why-physics-is-broken-in-two.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-06-why-reality-needs-three.html,Article 06: Why Reality Needs Three — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-06-why-reality-needs-three.md,"Why Reality Needs Three {#why-reality-needs-three style=""font-family:'Crimson Text',serif;font-size:clamp(2rem,4.5vw,3.2rem);font-weight:700;color:#fff;margin-bottom:.85rem;line-height:1.1;""}",100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-06-why-reality-needs-three.md; 100:genesis-to-quantum\CODEX_BUILD\markdown\OBS\05_Why Reality Needs Three.md; 100:genesis-to-quantum\MD\gtq-06-why-reality-needs-three.md; 100:genesis-to-quantum\MD\OBS\05_Why Reality Needs Three.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-06-academic.md; 80:genesis-to-quantum\MD\academic\gtq-06-academic.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-07-the-photon-isnt-watching.html,Article 07: Why the Photon Isn't Watching You Back — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\OBS\06_Why the Photon Isn't Watching You Back.md,"Why the Photon Isn't Watching You Back"" uuid: ""gtq-art-3-001"" date_created: ""2026-02-19T19:30:00Z"" status: ""draft"" series: ""Genesis to Quantum"" article_number: 6 tags:",100:genesis-to-quantum\CODEX_BUILD\markdown\OBS\06_Why the Photon Isn't Watching You Back.md; 100:genesis-to-quantum\MD\OBS\06_Why the Photon Isn't Watching You Back.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-07a-empirical-testing.html,Empirical Testing of the Master Equation — Genesis to Quantum,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-07a-empirical-testing.md,Empirical Testing of the Theophysics Master Equation Against Biblical and Historical Data,80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-07a-empirical-testing.md; 80:genesis-to-quantum\MD\tangents\gtq-07a-empirical-testing.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08-god-doesnt-need-a-clock.html,Article 08: The Eraser and the Cross — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\OBS\07_The Eraser and the Cross.md,"The Eraser and the Cross"" uuid: ""gtq-art-4-001"" date_created: ""2026-02-19T20:00:00Z"" status: ""draft"" series: ""Genesis to Quantum"" article_number: 7 tags:",100:genesis-to-quantum\CODEX_BUILD\markdown\OBS\07_The Eraser and the Cross.md; 100:genesis-to-quantum\MD\OBS\07_The Eraser and the Cross.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-08-academic.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08a-the-temporal-trap.md; 80:genesis-to-quantum\MD\academic\gtq-08-academic.md; 80:genesis-to-quantum\MD\tangents\gtq-08a-the-temporal-trap.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08a-the-temporal-trap.html,The Temporal Trap · Genesis to Quantum Tangent 08A,5,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\index.md,Genesis to Quantum,80:genesis-to-quantum\CODEX_BUILD\markdown\index.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08a-the-temporal-trap.md; 80:genesis-to-quantum\intro\markdown\index.md; 80:genesis-to-quantum\MD\index.md; 80:genesis-to-quantum\MD\tangents\gtq-08a-the-temporal-trap.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08b-how-god-restores.html,How God Restores — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08b-how-god-restores.md,How God Restores,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08b-how-god-restores.md; 100:genesis-to-quantum\MD\tangents\gtq-08b-how-god-restores.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08c-science-behind-restoration.html,The Science Behind Restoration — Genesis to Quantum,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08c-science-behind-restoration.md,The Science Behind the Restoration,80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-08c-science-behind-restoration.md; 80:genesis-to-quantum\MD\tangents\gtq-08c-science-behind-restoration.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09-same-god-both-testaments.html,Article 09: The Same God in Both Testaments — Genesis to Quantum,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-09-academic.md,"The Same God in Both Testaments: Spirit-Coupling Parameters, Adversarial Access Regimes, and the Structural Consistency of Divine Action Across the Biblical Canon",80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-09-academic.md; 80:genesis-to-quantum\MD\academic\gtq-09-academic.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09a-regime-dependent-theology.html,Regime-Dependent Theology — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-09a-regime-dependent-theology.md,🔷 THE STRUCTURAL CASE FOR REGIME-DEPENDENT THEOLOGY,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-09a-regime-dependent-theology.md; 100:genesis-to-quantum\MD\tangents\gtq-09a-regime-dependent-theology.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09b-civilizational-decay.html,Isomorphism & Civilizational Decay — Genesis to Quantum,2,80,contains-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-09b-civilizational-decay.md,A Comparative Analysis of Canaanite Spiritual Architecture and Modern Western Socio-Cultural Structures,80:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-09b-civilizational-decay.md; 80:genesis-to-quantum\MD\tangents\gtq-09b-civilizational-decay.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-10-the-counter-move.html,Article 10: The Counter-Move — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-10-the-counter-move.md,gtq-10-the-counter-move,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-10-the-counter-move.md; 100:genesis-to-quantum\MD\gtq-10-the-counter-move.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-10a-why-the-pattern-is-the-signal.html,Why the Pattern Is the Signal — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-10a-why-the-pattern-is-the-signal.md,Why the Pattern Is the Signal,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-10a-why-the-pattern-is-the-signal.md; 100:genesis-to-quantum\MD\tangents\gtq-10a-why-the-pattern-is-the-signal.md
genesis-to-quantum\Archive\gtq-02-the-first-quantum-state.html,Article 02: The First Quantum State — Genesis to Quantum,12,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-02-the-first-quantum-state.md,The First Quantum State: A Structural Analysis of the Pre-Fall Condition as Quantum Superposition,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-02-the-first-quantum-state.md; 100:genesis-to-quantum\MD\gtq-02-the-first-quantum-state.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-02-academic.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State_published.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State_published_publish_gate.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\The First Quantum.md; 80:genesis-to-quantum\MD\academic\gtq-02-academic.md; 80:genesis-to-quantum\MD\OBS\02_The First Quantum State.md; 80:genesis-to-quantum\MD\OBS\02_The First Quantum State_published.md
genesis-to-quantum\bridges.html,Bridge Registry — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-bridges.md,Bridge Registry,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-bridges.md; 100:genesis-to-quantum\MD\gtq-bridges.md
genesis-to-quantum\CODEX_BUILD\examples\gtq-01-finished.html,GTQ-01 The Measurement That Collapsed Reality — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md,The Measurement That Collapsed Reality,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md; 100:genesis-to-quantum\MD\tangents\gtq-01-why-time-is-grace.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality_media_block.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality_media_block.md
genesis-to-quantum\CODEX_BUILD\examples\gtq-02-finished.html,GTQ-02 The First Quantum State — Genesis to Quantum,12,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\gtq-02-the-first-quantum-state.md,The First Quantum State: A Structural Analysis of the Pre-Fall Condition as Quantum Superposition,100:genesis-to-quantum\CODEX_BUILD\markdown\gtq-02-the-first-quantum-state.md; 100:genesis-to-quantum\MD\gtq-02-the-first-quantum-state.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\academic\gtq-02-academic.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State_published.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\02_The First Quantum State_published_publish_gate.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\The First Quantum.md; 80:genesis-to-quantum\MD\academic\gtq-02-academic.md; 80:genesis-to-quantum\MD\OBS\02_The First Quantum State.md; 80:genesis-to-quantum\MD\OBS\02_The First Quantum State_published.md
genesis-to-quantum\CODEX_BUILD\template-main.html,[[GTQ-XX]] [[ARTICLE TITLE]] — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-01-measurement-collapsed-reality-N.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md,The Measurement That Collapsed Reality,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md; 100:genesis-to-quantum\MD\tangents\gtq-01-why-time-is-grace.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality_media_block.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality_media_block.md
genesis-to-quantum\gtq-01-measurement-collapsed-reality.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md,The Measurement That Collapsed Reality,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md; 100:genesis-to-quantum\MD\tangents\gtq-01-why-time-is-grace.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality_media_block.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality_media_block.md
genesis-to-quantum\gtq-01-OPTION-A-bg-hero.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md,The Measurement That Collapsed Reality,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md; 100:genesis-to-quantum\MD\tangents\gtq-01-why-time-is-grace.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality_media_block.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality_media_block.md
genesis-to-quantum\gtq-01-OPTION-B-img-hero.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,6,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md,The Measurement That Collapsed Reality,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01-why-time-is-grace.md; 100:genesis-to-quantum\MD\tangents\gtq-01-why-time-is-grace.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\CODEX_BUILD\markdown\OBS\01_The Measurement That Collapsed Reality_media_block.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality.md; 80:genesis-to-quantum\MD\OBS\01_The Measurement That Collapsed Reality_media_block.md
genesis-to-quantum\gtq-01a-collapse-threshold.html,The Collapse Threshold | GTQ Tangent 01A,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01a-collapse-threshold.md,The Collapse Threshold,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01a-collapse-threshold.md; 100:genesis-to-quantum\MD\tangents\gtq-01a-collapse-threshold.md
genesis-to-quantum\gtq-02-collapse-threshold.html,GTQ-02 The Collapse Threshold — Genesis to Quantum,2,100,exact-title,genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01a-collapse-threshold.md,The Collapse Threshold,100:genesis-to-quantum\CODEX_BUILD\markdown\tangents\gtq-01a-collapse-threshold.md; 100:genesis-to-quantum\MD\tangents\gtq-01a-collapse-threshold.md
