html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
equation\Master EQ vs1.html,The Master Equation — Physics and Faith as One Story,3,80,contains-title,O:\_Theophysics_v3\David\Research_Notes\Master EQ.md,Master EQ,80:O:\_Theophysics_v3\David\Research_Notes\Master EQ.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\_MASTER_EQUATION.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\THE_MASTER_EQUATION.md
equation\master_story_index_backup.html,The Master Story — Theophysics Narrative Index,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-01-measurement-collapsed-reality.html,GTQ-01 The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-01a-collapse-threshold.html,The Collapse Threshold | GTQ Tangent 01A,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-02-the-first-quantum-state.html,Article 02: The First Quantum State — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md,GTQ_02_The_First_Quantum_State_CALLOUT_VERSION,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-03-free-will-two-frames.html,Article 03: Free Will in Two Frames — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-03a-macarthur-and-the-equation.html,GTQ 03A: MacArthur and the Equation | Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md,E_Equation,80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-03b-the-three-pathways.html,The Three Pathways — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-03c-why-god-drowned-everybody.html,Why God Drowned Everybody — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04-the-day-time-began.html,Article 04: The Day Time Began — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md,the-day-time-began,100:O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md; 100:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\THE_DAY_TIME_BEGAN.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\02_The Day Time Began_DUPE.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04a-the-decoherence-curve.html,The Decoherence Curve - GTQ Tangent 04A,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-04b-how-lies-kill.html,How Lies Kill — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05-the-substrate-fractured.html,Article 05: The Substrate Fractured — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md,05_The_Substrate_Fractured,80:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05a-trinity-mechanism.html,The Trinity Mechanism — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05b-trinity-timeline.html,The Trinity Timeline — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-05c-why-physics-is-broken-in-two.html,Why Physics Is Broken in Two — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-06-why-reality-needs-three.html,Article 06: Why Reality Needs Three — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-07-the-photon-isnt-watching.html,Article 07: Why the Photon Isn't Watching You Back — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-07a-empirical-testing.html,Empirical Testing of the Master Equation — Genesis to Quantum,3,80,contains-title,O:\_Theophysics_v3\David\Research_Notes\Master EQ.md,Master EQ,80:O:\_Theophysics_v3\David\Research_Notes\Master EQ.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\_MASTER_EQUATION.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\THE_MASTER_EQUATION.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08-god-doesnt-need-a-clock.html,Article 08: The Eraser and the Cross — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08a-the-temporal-trap.html,The Temporal Trap · Genesis to Quantum Tangent 08A,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08b-how-god-restores.html,How God Restores — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-08c-science-behind-restoration.html,The Science Behind Restoration — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09-same-god-both-testaments.html,Article 09: The Same God in Both Testaments — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09a-regime-dependent-theology.html,Regime-Dependent Theology — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-09b-civilizational-decay.html,Isomorphism & Civilizational Decay — Genesis to Quantum,0,,,,,
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-10-the-counter-move.html,Article 10: The Counter-Move — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\SECTION — The Counter-Move.md,SECTION — The Counter-Move,80:O:\_Theophysics_v3\David\____ THE TRUTH\SECTION — The Counter-Move.md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\SECTION — The Counter-Move.md
genesis-to-quantum\_link-fix-backup-2026-05-05-2124\gtq-10a-why-the-pattern-is-the-signal.html,Why the Pattern Is the Signal — Genesis to Quantum,0,,,,,
genesis-to-quantum\Archive\gtq-02-the-first-quantum-state.html,Article 02: The First Quantum State — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md,GTQ_02_The_First_Quantum_State_CALLOUT_VERSION,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md
genesis-to-quantum\bridges.html,Bridge Registry — Genesis to Quantum,0,,,,,
genesis-to-quantum\CODEX_BUILD\examples\gtq-01-finished.html,GTQ-01 The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\CODEX_BUILD\examples\gtq-02-finished.html,GTQ-02 The First Quantum State — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md,GTQ_02_The_First_Quantum_State_CALLOUT_VERSION,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md
genesis-to-quantum\CODEX_BUILD\template-main.html,[[GTQ-XX]] [[ARTICLE TITLE]] — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-01-measurement-collapsed-reality-N.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\gtq-01-measurement-collapsed-reality.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\gtq-01-OPTION-A-bg-hero.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\gtq-01-OPTION-B-img-hero.html,Article 01: The Measurement That Collapsed Reality — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md,ARTICLE — The Measurement That Collapsed Reality (Kitchen Table),80:O:\_Theophysics_v3\David\____ THE TRUTH\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\ARTICLE — The Measurement That Collapsed Reality (Kitchen Table).md
genesis-to-quantum\gtq-01a-collapse-threshold.html,The Collapse Threshold | GTQ Tangent 01A,0,,,,,
genesis-to-quantum\gtq-02-collapse-threshold.html,GTQ-02 The Collapse Threshold — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-02-the-first-quantum-state.html,GTQ-02 The First Quantum State — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md,GTQ_02_The_First_Quantum_State_CALLOUT_VERSION,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md
genesis-to-quantum\gtq-03-first-quantum-state.html,GTQ-03 The First Quantum State — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md,GTQ_02_The_First_Quantum_State_CALLOUT_VERSION,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\GTQ_02_The_First_Quantum_State_CALLOUT_VERSION.md
genesis-to-quantum\gtq-03-free-will-two-frames.html,Article 03: Free Will in Two Frames — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-03a-macarthur-and-the-equation.html,GTQ 03A: MacArthur and the Equation | Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md,E_Equation,80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\gtq-03b-the-three-pathways.html,The Three Pathways — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-03c-why-god-drowned-everybody.html,Why God Drowned Everybody — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-04-free-will-two-frames.html,GTQ-04 Free Will in Two Frames — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-04-the-day-time-began.html,Article 04: The Day Time Began — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md,the-day-time-began,100:O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md; 100:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\THE_DAY_TIME_BEGAN.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\02_The Day Time Began_DUPE.md
genesis-to-quantum\gtq-04a-the-decoherence-curve.html,The Decoherence Curve - GTQ Tangent 04A,0,,,,,
genesis-to-quantum\gtq-04b-how-lies-kill.html,How Lies Kill — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-05-macarthur-and-the-equation.html,GTQ-05 MacArthur and the Equation — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md,E_Equation,80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\gtq-05-macarthur-equation.html,GTQ-05 MacArthur and the Equation — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md,E_Equation,80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\gtq-05-the-substrate-fractured.html,Article 05: The Substrate Fractured — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md,05_The_Substrate_Fractured,80:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md
genesis-to-quantum\gtq-05a-trinity-mechanism.html,The Trinity Mechanism — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-05b-trinity-timeline.html,The Trinity Timeline — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-05c-why-physics-is-broken-in-two.html,Why Physics Is Broken in Two — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-06-three-pathways.html,GTQ-06 The Three Pathways — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-06-why-reality-needs-three.html,Article 06: Why Reality Needs Three — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-07-the-photon-isnt-watching.html,Article 07: Why the Photon Isn't Watching You Back — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-07-why-god-drowned-everybody.html,GTQ-07 Why Did God Drown Everybody? — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-07a-empirical-testing.html,Empirical Testing of the Master Equation — Genesis to Quantum,3,80,contains-title,O:\_Theophysics_v3\David\Research_Notes\Master EQ.md,Master EQ,80:O:\_Theophysics_v3\David\Research_Notes\Master EQ.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\_MASTER_EQUATION.md; 80:O:\_Theophysics_v3\MASTER_EQUATION\03_FORMAL_MATH\THE_MASTER_EQUATION.md
genesis-to-quantum\gtq-08-day-time-began.html,GTQ-08 The Day Time Began — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md,the-day-time-began,100:O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md; 100:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\THE_DAY_TIME_BEGAN.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\02_The Day Time Began_DUPE.md
genesis-to-quantum\gtq-08-god-doesnt-need-a-clock.html,Article 08: The Eraser and the Cross — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-08a-the-temporal-trap.html,The Temporal Trap · Genesis to Quantum Tangent 08A,0,,,,,
genesis-to-quantum\gtq-08b-how-god-restores.html,How God Restores — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-08c-science-behind-restoration.html,The Science Behind Restoration — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-09-decoherence-curve.html,GTQ-09 The Decoherence Curve — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-09-same-god-both-testaments.html,Article 09: The Same God in Both Testaments — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-09a-regime-dependent-theology.html,Regime-Dependent Theology — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-09b-civilizational-decay.html,Isomorphism & Civilizational Decay — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-10-how-lies-kill.html,GTQ-10 How Lies Kill — Genesis to Quantum,0,,,,,
